occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
BarbourDavis1969-a168	Myotis grisescens		roosts in									United States	Santa Cave, Alabama.			cave	ENVO_00000067					Summer colonies of this species are also receiving ever increasing harassment. The largest known colony (200,000- 300,000) inhabits Santa Cave in Alabama. This cave has been converted into a fallout shelter and is being commercialized. The bats were present as late as 1967 but their fate is un-certain. Old Nickajack Cave, the type locality and one of the best known colonies of M. grisescens, is being destroyed. The Tennessee Valley Authority has built a dam which will flood the cave.		66						Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a169	Myotis grisescens		roosts in									United States	Old Nickajack Cave, Tennessee			cave	ENVO_00000067					Summer colonies of this species are also receiving ever increasing harassment. The largest known colony (200,000- 300,000) inhabits Santa Cave in Alabama. This cave has been converted into a fallout shelter and is being commercialized. The bats were present as late as 1967 but their fate is un-certain. Old Nickajack Cave, the type locality and one of the best known colonies of M. grisescens, is being destroyed. The Tennessee Valley Authority has built a dam which will flood the cave.		66						Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a170	Myotis grisescens		roosts in									United States	Mammoth Cave National Park , Kentucky			cave	ENVO_00000067					Mammoth Cave National Park, which currently protects about 100,000 M. sodalis in winter, serves as a shelter for only a few transient M. grisescens.		66						Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a171	Myotis sodalis		roosts in									United States	Mammoth Cave National Park , Kentucky			cave	ENVO_00000067					Mammoth Cave National Park, which currently protects about 100,000 M. sodalis in winter, serves as a shelter for only a few transient M. grisescens.		66						Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a172	Myotis velifer		roosts in									United States	Kansas, Texas			cave	ENVO_00000067					This is an abundant bat in the cave country of centralTexas and in the band of gypsum caves from south centralKansas to the Texas panhandle. It is found in more of thecaves than any other species of bat and is a year-round resident.Bats of the western subspecies are locally abundant in summer,but their winter distribution is unknown.		68	Introduction		2+			Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a173	Myotis velifer		roosts in									United States	Sonoran and Transition zones of the arid Southwest and Mexico			cave	ENVO_00000067					Myotis velifer is a highly colonial species, inhabitingthe Sonoran and Transition life zones of the arid Southwest.In summer they congregate in caves, mines, and apparentlyless often in buildings. In winter they hibernate in caves, atleast in the eastern part of their range and in the highlandsof Mexico.		68	Introduction		2+			Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a174	Myotis velifer		roosts in									United States	Sonoran and Transition zones of the arid Southwest and Mexico			anthropogenic	ENVO_00000070	excavated structure		mine	ENVO_00000076	Myotis velifer is a highly colonial species, inhabitingthe Sonoran and Transition life zones of the arid Southwest.In summer they congregate in caves, mines, and apparentlyless often in buildings. In winter they hibernate in caves, atleast in the eastern part of their range and in the highlandsof Mexico.		68	Introduction		2+			Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a175	Myotis velifer		roosts in									United States	Sonoran and Transition zones of the arid Southwest and Mexico			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Myotis velifer is a highly colonial species, inhabitingthe Sonoran and Transition life zones of the arid Southwest.In summer they congregate in caves, mines, and apparentlyless often in buildings. In winter they hibernate in caves, atleast in the eastern part of their range and in the highlandsof Mexico.		68	Introduction		2+			Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a176	Myotis velifer		roosts in									United States	Gila County, Arizona.			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	attic	ENVO_01000426	Constantine (1958e) found a group of 75 in the attic of ahouse in Gila County, Arizona.		68	Literature Observation	Constantine (1958e)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a177	Myotis velifer		roosts in									United States	Kansas			cave	ENVO_00000067	cavern	ENVO_00000067			Twente (1955a) described the pattern of emergence of anursery colony of 15,000 to 20,000 adults in a cavern in Kansas.	maternity	68	Literature Observation	Twente (1955a) 				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a178	Myotis velifer		roosts in													cave	ENVO_00000067					Nursery colonies may form either in the caveswhere the bats hibernate (Glass and Ward, 1959), or in othernearby caves.	maternity	68	Literature Observation	(Glass and Ward, 1959)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a179	Myotis velifer		roosts in									United States	panhandle, Texas			cave	ENVO_00000067					In the panhandle of Texas, nursery colonieswere found in the least accessible caves (Tinkle and Patterson,1965), in the warmest parts of the warmer caves, and wereused by bats from several hibernation caves.	hibernaculum	68	Literature Observation	(Tinkle and Patterson,1965)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a180	Myotis velifer		roosts in									Mexico				cave	ENVO_00000067					Villa (1967) found that M. velifer which he banded in Mexicomoved up the mountains to hibernate in caves at higherelevations.	hibernaculum	69	Literature Observation	Villa (1967)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a181	Myotis velifer		roosts in									United States	Kansas			cave	ENVO_00000067					In Kansas, the hibernating clusters break up in late Marchand early April. They disperse to warmer caves in the vicinitywhere they congregate in large clusters in crevices. Thesetransient groups appear irregularly throughout April and May before the nursery colonies are established. At this season,they are likely to be found seeking temporary shelter in variedretreats where they are not ordinarily found.		69-70						Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a182	Myotis velifer		roosts in									United States	Texas			nest	ENVO_00005803	bird	ENVO_00005805			Buchanan (1958)found several hiding in cliff swallow nests in Texas.		70		Buchanan (1958)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a183	Myotis velifer		roosts in													cave	ENVO_00000067					Both Twente (1955b) and Tinkle and Patterson (1965)found that the bats readily moved among several nearby caves during winter. A few individuals moved between caves 90 miles apart in mid-winter. Intracave movement was studied by painting the ears of the hibernating bats in a cluster; onecolor for bats on the edge of the cluster, and a different colorfor those in the center. Observations were made weekly.Within three weeks the bats from the marked cluster hadscattered, with no apparent tendency to remain together orfor individuals to occupy a similar position in another cluster.	hibernaculum	70	Literature Observation	Both Twente (1955b) and Tinkle and Patterson (1965				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a185	Myotis velifer		roosts in			06	17	1966				United States	Graham County, Arizona			anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	M. yumanensis is another eommon associate of M. velifer.On June 17, 1966, we saw several hundred of each speciesoccupying a cave-like chamber at the end of a bridge inGraham County, Arizona. It was a nursery colony for M.yumanensis, most of which carried young or were in latepregnancy, but there were no young JVf. velifer. Several caughtand examined were males.	maternity		Author Observation					Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a186	Myotis velifer		roosts in			06	17	1966				United States	Graham County, Arizona			anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	M. yumanensis is another eommon associate of M. velifer.On June 17, 1966, we saw several hundred of each speciesoccupying a cave-like chamber at the end of a bridge inGraham County, Arizona. It was a nursery colony for M.yumanensis, most of which carried young or were in latepregnancy, but there were no young JVf. velifer. Several caughtand examined were males.	maternity		Author Observation					Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a192	Myotis velifer		roosts in									United States	Texas			cave	ENVO_00000067					Apparently disease is sometimes an important mortalityfactor. Raun (1960) found thousands dead in a eave in Texas. Many were hanging on the walls in mummified condition.		71-72	Literature Observation	 Raun (1960)				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a193	Myotis velifer		roosts in									United States	Kansas			cave	ENVO_00000067					Cockrum (1952a) also reported many dead M. velifer hang-ing from the ceiling of a cave in Kansas.		72	Literature Observation	Cockrum, 1952a				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a207	Myotis velifer		roosts in									Mexico	Veracruz			cave	ENVO_00000067					Ward (1891) collected 193 M. velifer fromtorpid clusters in a cave high in the mountains of Veracruz,Mexico; 78 percent were males.		72	Literature Observation	Ward 1981				Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a208	Myotis occultus		roosts in													anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	Day roosts have been found beneath bridges and in atticsof buildings. M. occultus may commonly share their dayroosts with Myotis yumanensis, M. velifer, and Tadaridabrasiliensis.	day roost	74	Introduction					Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
BarbourDavis1969-a209	Myotis yumanensis		roosts in													anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	Day roosts have been found beneath bridges and in atticsof buildings. M. occultus may commonly share their dayroosts with Myotis yumanensis, M. velifer, and Tadaridabrasiliensis.	day roost	74	Introduction					Barbour_Davis_1969	none	none	Barbour, R. W.,and W. H. Davis. 1969. Bats of America. Univ. Kentucky Press, Lexington, 286 pp.	ACS
